id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Charlie,Carr,carrch01,1906,1914,7,1907 - 1913,
2,Claude,Berry,berrycl01,1907,1914,6,1908 - 1913,
3,Chet,Chadbourne,chadbch01,1907,1914,6,1908 - 1913,
4,Ed,Holly,hollyed01,1907,1914,6,1908 - 1913,
5,Branch,Rickey,rickebr01,1907,1914,6,1908 - 1913,
6,Larry,Schlafly,schlala01,1907,1914,6,1908 - 1913,
7,Harry,Billiard,billiha01,1908,1914,5,1909 - 1913,
8,Frank,Delahanty,delahfr01,1908,1914,5,1909 - 1913,
9,Harry,Hoch,hochha01,1908,1914,5,1909 - 1913,
10,Fielder,Jones,jonesfi01,1908,1914,5,1909 - 1913,
11,Harry,Swacina,swaciha01,1908,1914,5,1909 - 1913,
12,Bill,Chappelle,chappbi01,1909,1914,4,1910 - 1913,
13,Rip,Hagerman,hagerri01,1909,1914,4,1910 - 1913,
14,Yip,Owens,owensfr01,1909,1914,4,1910 - 1913,
15,Tom,Reilly,reillto01,1909,1914,4,1910 - 1913,
16,Victor,Schlitzer,schlibi01,1909,1914,4,1910 - 1913,
17,Al,Shaw,shawal02,1909,1914,4,1910 - 1913,
18,Del,Young,youngde01,1909,1914,4,1910 - 1913,
19,Bill,Bradley,bradlbi01,1910,1914,3,1911 - 1913,
20,Les,Channell,channle01,1910,1914,3,1911 - 1913,
21,Harry,Coveleski,covelha01,1910,1914,3,1911 - 1913,
22,Jack,Dalton,daltoja01,1910,1914,3,1911 - 1913,
23,Ray,Demmitt,demmira01,1910,1914,3,1911 - 1913,
24,Gus,Getz,getzgu01,1910,1914,3,1911 - 1913,
25,Tom,Hughes,hugheto02,1910,1914,3,1911 - 1913,
26,Fred,Jacklitsch,jacklfr01,1910,1914,3,1911 - 1913,
27,Horace,Jenkins,jenkiho01,1910,1914,3,1911 - 1913,
28,Jack,Kading,kadinja01,1910,1914,3,1911 - 1913,
29,Red,Killefer,killere01,1910,1914,3,1911 - 1913,
30,Elmer,Koestner,koestel01,1910,1914,3,1911 - 1913,
31,Art,Kruger,krugear01,1910,1914,3,1911 - 1913,
32,Paddy,O'Connor,oconnpa02,1910,1914,3,1911 - 1913,
33,George,Perring,perrige01,1910,1914,3,1911 - 1913,
