id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Warren,Cromartie,cromawa01,1983,1991,7,1984 - 1990,"1984 - NPB, Yomiuri Giants; 1985 - NPB, Yomiuri Giants; 1986 - NPB, Yomiuri Giants; 1987 - NPB, Yomiuri Giants; 1988 - NPB, Yomiuri Giants; 1989 - NPB, Yomiuri Giants; 1990 - NPB, Yomiuri Giants"
2,Donnie,Scott,scottdo01,1985,1991,5,1986 - 1990,
3,Steve,Howe,howest01,1987,1991,3,1988 - 1990,
4,Rob,Mallicoat,malliro01,1987,1991,3,1988 - 1990,
5,Eric,Bell,beller01,1987,1991,3,1988 - 1990,
6,Tony,Bernazard,bernato01,1987,1991,3,1988 - 1990,"1988 - NPB, Nankai Hawks; 1989 - NPB, Fukuoka Daiei Hawks; 1990 - NPB, Fukuoka Daiei Hawks"
7,Alonzo,Powell,powelal01,1987,1991,3,1988 - 1990,
8,Luis,Alicea,alicelu01,1988,1991,2,1989 - 1990,
9,Jose,Guzman,guzmajo01,1988,1991,2,1989 - 1990,
10,Danny,Cox,coxda01,1988,1991,2,1989 - 1990,
11,Nick,Capra,caprani01,1988,1991,2,1989 - 1990,
12,Scott,May,maysc01,1988,1991,2,1989 - 1990,
13,Joe,Redfield,redfijo01,1988,1991,2,1989 - 1990,
14,Wally,Ritchie,ritchwa01,1988,1991,2,1989 - 1990,
15,Rich,Sauveur,sauveri01,1988,1991,2,1989 - 1990,
16,Shane,Turner,turnesh01,1988,1991,2,1989 - 1990,
17,Chico,Walker,walkech01,1988,1991,2,1989 - 1990,
18,Carl,Willis,willica01,1988,1991,2,1989 - 1990,
19,Mike,Huff,huffmi01,1989,1991,1,1990 - 1990,
20,Vance,Law,lawva01,1989,1991,1,1990 - 1990,"1990 - NPB, Chunichi Dragons"
21,Torey,Lovullo,lovulto01,1989,1991,1,1990 - 1990,
22,Roger,Mason,masonro01,1989,1991,1,1990 - 1990,
23,Andy,Allanson,allanan01,1989,1991,1,1990 - 1990,
24,Luis,Medina,medinlu01,1989,1991,1,1990 - 1990,
25,Matt,Merullo,merulma01,1989,1991,1,1990 - 1990,
26,Eric,Nolte,nolteer01,1989,1991,1,1990 - 1990,
27,Dean,Palmer,palmede01,1989,1991,1,1990 - 1990,
28,Wilson,Alvarez,alvarwi01,1989,1991,1,1990 - 1990,
29,Floyd,Bannister,bannifl01,1989,1991,1,1990 - 1990,"1990 - NPB, Yakult Swallows"
30,Gil,Reyes,reyesgi01,1989,1991,1,1990 - 1990,
31,Jeff,Richardson,richaje01,1989,1991,1,1990 - 1990,
32,Skeeter,Barnes,barnesk01,1989,1991,1,1990 - 1990,
33,Jim,Corsi,corsiji01,1989,1991,1,1990 - 1990,
34,Blaine,Beatty,beattbl01,1989,1991,1,1990 - 1990,
35,Jose,Segura,segurjo01,1989,1991,1,1990 - 1990,
36,Pat,Sheridan,sheripa01,1989,1991,1,1990 - 1990,
37,Craig,Shipley,shiplcr01,1989,1991,1,1990 - 1990,
38,Randy,St. Claire,stclara01,1989,1991,1,1990 - 1990,
39,Doug,Strange,strando01,1989,1991,1,1990 - 1990,
40,Butch,Davis,davisbu02,1989,1991,1,1990 - 1990,
41,Luis,de los Santos,deloslu01,1989,1991,1,1990 - 1990,
42,Rich,Gossage,gossari01,1989,1991,1,1990 - 1990,"1990 - NPB, Fukuoka Daiei Hawks"
43,Paul,Zuvella,zuvelpa01,1989,1991,1,1990 - 1990,
