id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Tony,Curry,curryto01,1961,1966,4,1962 - 1965,
2,Ron,Davis,davisro01,1962,1966,3,1963 - 1965,
3,Bill,Short,shortbi01,1962,1966,3,1963 - 1965,
4,Ernie,Fazio,fazioer01,1963,1966,2,1964 - 1965,
5,Bob,Garibaldi,garibbo01,1963,1966,2,1964 - 1965,
6,Choo-Choo,Coleman,colemch01,1963,1966,2,1964 - 1965,
7,Bob,Allen,allenbo04,1963,1966,2,1964 - 1965,
8,Deacon,Jones,jonesde02,1963,1966,2,1964 - 1965,
9,Bubba,Morton,mortobu01,1963,1966,2,1964 - 1965,
10,Aaron,Pointer,pointaa01,1963,1966,2,1964 - 1965,
11,Ed,Sadowski,sadowed01,1963,1966,2,1964 - 1965,
12,Dave,Dowling,dowlida01,1964,1966,1,1965 - 1965,
13,Dick,Egan,egandi02,1964,1966,1,1965 - 1965,
14,Larry,Elliot,elliola01,1964,1966,1,1965 - 1965,
15,Chuck,Estrada,estrach01,1964,1966,1,1965 - 1965,
16,Vern,Fuller,fulleve01,1964,1966,1,1965 - 1965,
17,Jerry,Grote,groteje01,1964,1966,1,1965 - 1965,
18,Joe,Grzenda,grzenjo01,1964,1966,1,1965 - 1965,
19,Vern,Handrahan,handrve01,1964,1966,1,1965 - 1965,
20,Mike,Hegan,heganmi01,1964,1966,1,1965 - 1965,
21,Joe,Hoerner,hoernjo01,1964,1966,1,1965 - 1965,
22,Manny,Jimenez,jimenma01,1964,1966,1,1965 - 1965,
23,Steve,Blass,blassst01,1964,1966,1,1965 - 1965,
24,Bill,Kelso,kelsobi01,1964,1966,1,1965 - 1965,
25,Orlando,McFarlane,mcfaror01,1964,1966,1,1965 - 1965,
26,Jerry,McNertney,mcnerje01,1964,1966,1,1965 - 1965,
27,Joe,Moeller,moelljo01,1964,1966,1,1965 - 1965,
28,John,Boozer,boozejo01,1964,1966,1,1965 - 1965,
29,Fred,Norman,normafr01,1964,1966,1,1965 - 1965,
30,Dick,Phillips,philldi01,1964,1966,1,1965 - 1965,
31,Tom,Cheney,cheneto01,1964,1966,1,1965 - 1965,
32,Paul,Popovich,popovpa01,1964,1966,1,1965 - 1965,
33,Dave,Roberts,roberda03,1964,1966,1,1965 - 1965,
34,Jim,Roland,rolanji01,1964,1966,1,1965 - 1965,
35,Brock,Davis,davisbr02,1964,1966,1,1965 - 1965,
36,Ken,Sanders,sandeke01,1964,1966,1,1965 - 1965,
37,Bob,Saverine,saverbo01,1964,1966,1,1965 - 1965,
38,Dan,Schneider,schneda01,1964,1966,1,1965 - 1965,
39,Bart,Shirley,shirlba01,1964,1966,1,1965 - 1965,
40,Paul,Dicken,dickepa01,1964,1966,1,1965 - 1965,
41,Arnold,Umbach,umbacar01,1964,1966,1,1965 - 1965,
42,Rick,Wise,wiseri01,1964,1966,1,1965 - 1965,
