id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Joe,Ardner,ardnejo01,1884,1890,5,1885 - 1889,
2,Taylor,Shafer,shaffta01,1884,1890,5,1885 - 1889,
3,Joe,Battin,battijo01,1884,1890,5,1885 - 1889,
4,Buck,West,westbu01,1884,1890,5,1885 - 1889,
5,John,Sneed,sneedjo01,1884,1890,5,1885 - 1889,
6,Con,Murphy,murphco01,1884,1890,5,1885 - 1889,
7,Joe,Kappel,kappejo01,1884,1890,5,1885 - 1889,
8,Len,Stockwell,stockle01,1884,1890,5,1885 - 1889,
9,Jim,Gray,grayji01,1884,1890,5,1885 - 1889,
10,Sandy,Griffin,griffsa01,1884,1890,5,1885 - 1889,
11,Joe,Knight,knighjo01,1884,1890,5,1885 - 1889,
12,Al,McCauley,mccaual01,1884,1890,5,1885 - 1889,
13,Norm,Baker,bakerno01,1885,1890,4,1886 - 1889,
14,Jim,Field,fieldji01,1885,1890,4,1886 - 1889,
15,Marr,Phillips,phillma01,1885,1890,4,1886 - 1889,
16,Edgar,Smith,smithed01,1885,1890,4,1886 - 1889,
17,Bob,Barr,barrbo01,1886,1890,3,1887 - 1889,
18,Orator,Shafer,shaffor01,1886,1890,3,1887 - 1889,
19,Peter,Connell,connepe01,1886,1890,3,1887 - 1889,
20,Mox,McQuery,mcquemo01,1886,1890,3,1887 - 1889,
21,Bones,Ely,elybo01,1886,1890,3,1887 - 1889,
22,Lou,Hardie,hardilo01,1886,1890,3,1887 - 1889,
23,John,Henry,henryjo01,1886,1890,3,1887 - 1889,
24,Jim,Toy,toyji01,1887,1890,2,1888 - 1889,
25,Peek-A-Boo,Veach,veachpe01,1887,1890,2,1888 - 1889,
26,Sam,Crane,cranesa01,1887,1890,2,1888 - 1889,
27,Ed,Cushman,cushmed01,1887,1890,2,1888 - 1889,
28,Pat,Dealy,dealypa01,1887,1890,2,1888 - 1889,
29,Mike,Dorgan,dorgami01,1887,1890,2,1888 - 1889,
30,Joe,Gerhardt,gerhajo01,1887,1890,2,1888 - 1889,
31,Jackie,Hayes,hayesja01,1887,1890,2,1888 - 1889,
32,Ducky,Hemp,hempdu01,1887,1890,2,1888 - 1889,
33,Lefty,Johnson,johnsbi01,1887,1890,2,1888 - 1889,
34,Tom,Kinslow,kinslto01,1887,1890,2,1888 - 1889,
35,Jimmy,Knowles,knowlji01,1887,1890,2,1888 - 1889,
36,Jack,Lynch,lynchja01,1887,1890,2,1888 - 1889,
37,Barney,McLaughlin,mclauba01,1887,1890,2,1888 - 1889,
38,John,Munyan,munyajo01,1887,1890,2,1888 - 1889,
39,Joe,Neale,nealejo01,1887,1890,2,1888 - 1889,
40,Candy,Nelson,nelsoca01,1887,1890,2,1888 - 1889,
41,Pete,O'Brien,obriepe01,1887,1890,2,1888 - 1889,
42,Tom,O'Brien,obrieto01,1887,1890,2,1888 - 1889,
43,Charlie,Parsons,parsoch01,1887,1890,2,1888 - 1889,
44,John,Rainey,rainejo01,1887,1890,2,1888 - 1889,
45,James,Roseman,rosemch01,1887,1890,2,1888 - 1889,
46,Hank,Simon,simonha01,1887,1890,2,1888 - 1889,
47,Bobby,Wheelock,wheelbo01,1887,1890,2,1888 - 1889,
48,Ed,Swartwood,swarted01,1887,1890,2,1888 - 1889,
49,Lady,Baldwin,baldwla01,1888,1890,1,1889 - 1889,
50,Count,Campau,campaco01,1888,1890,1,1889 - 1889,
51,John,Peltz,peltzjo01,1888,1890,1,1889 - 1889,
52,Phil,Knell,knellph01,1888,1890,1,1889 - 1889,
53,George,Proeser,proesge01,1888,1890,1,1889 - 1889,
54,Parson,Nicholson,nichopa01,1888,1890,1,1889 - 1889,
55,Billy,Klusman,klusmbi01,1888,1890,1,1889 - 1889,
56,Sam,Nicholl,nichosa01,1888,1890,1,1889 - 1889,
57,Ted,Scheffler,schefte01,1888,1890,1,1889 - 1889,
58,Frank,Scheibeck,scheifr01,1888,1890,1,1889 - 1889,
59,Bill,Higgins,higgibi01,1888,1890,1,1889 - 1889,
60,Joseph,Herr,herred01,1888,1890,1,1889 - 1889,
61,Jack,O'Brien,obrieja01,1888,1890,1,1889 - 1889,
62,John,Grim,grimjo01,1888,1890,1,1889 - 1889,
63,Cupid,Childs,childcu01,1888,1890,1,1889 - 1889,
64,Sam,LaRocque,laroqsa01,1888,1890,1,1889 - 1889,
65,Mike,Morrison,morrimi01,1888,1890,1,1889 - 1889,
66,Steve,Toole,toolest01,1888,1890,1,1889 - 1889,
67,George,Townsend,townsge01,1888,1890,1,1889 - 1889,
68,Tom,O'Rourke,orourto01,1888,1890,1,1889 - 1889,
69,Deacon,McGuire,mcguide01,1888,1890,1,1889 - 1889,
70,Jake,Wells,wellsja01,1888,1890,1,1889 - 1889,
71,Perry,Werden,werdepe01,1888,1890,1,1889 - 1889,
72,Cliff,Carroll,carrocl01,1888,1890,1,1889 - 1889,
73,Phil,Reccius,recciph01,1888,1890,1,1889 - 1889,
