id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Miguel,Solís,solismi01,1929,1940,10,1930 - 1939,
2,Fred,McBride,mcbrifr01,1931,1940,8,1932 - 1939,
3,Ruben,Jones,jonesru02,1932,1940,7,1933 - 1939,
4,Clarence,White,whitecl01,1932,1940,7,1933 - 1939,
5,Edwin,Dimes,dimesed01,1933,1940,6,1934 - 1939,
6,Darius,Bea,beada01,1934,1940,5,1935 - 1939,
7,Darltie,Cooper,coopeda02,1934,1940,5,1935 - 1939,
8,Roy,Joiner,joinero01,1935,1940,4,1936 - 1939,
9,Ches,Buchanan,buchach01,1935,1940,4,1936 - 1939,
10,Anthony,Cooper,coopean01,1935,1940,4,1936 - 1939,
11,Alan,Strange,stranal01,1935,1940,4,1936 - 1939,
12,Bill,DeLancey,delanbi02,1935,1940,4,1936 - 1939,
13,Johnny,Babich,babicjo01,1936,1940,3,1937 - 1939,
14,Leon,Stewart,stewale02,1936,1940,3,1937 - 1939,
15,Satchel,Paige,paigesa01,1936,1940,3,1937 - 1939,
16,Rabbit,Martínez,martira05,1936,1940,3,1937 - 1939,
17,Jimmy,Everett,evereji01,1936,1940,3,1937 - 1939,
18,Silvio,García,garcisi01,1936,1940,3,1937 - 1939,
19,Red,Anderson,anderre01,1937,1940,2,1938 - 1939,
20,Jake,Mooty,mootyja01,1937,1940,2,1938 - 1939,
21,William,Newman,newmawi01,1937,1940,2,1938 - 1939,
22,Leo,Sanders,sandele01,1937,1940,2,1938 - 1939,
23,Ted,Bond,bondte01,1937,1940,2,1938 - 1939,
24,Candy Jim,Taylor,tayloca99,1937,1940,2,1938 - 1939,
25,Lloyd,Brown,brownll01,1937,1940,2,1938 - 1939,
26,Emmett,Wilson,wilsoem01,1937,1940,2,1938 - 1939,
27,Dick,Lanahan,lanahdi01,1937,1940,2,1938 - 1939,
28,Dom,Dallessandro,dalledo01,1937,1940,2,1938 - 1939,
29,Pat,McLaughlin,mclaupa01,1937,1940,2,1938 - 1939,
30,Dutch,Meyer,meyerdu01,1937,1940,2,1938 - 1939,
31,Bud,Barbee,barbebu01,1938,1940,1,1939 - 1939,
32,Herb,Barnhill,barnhhe01,1938,1940,1,1939 - 1939,
33,Joe,Beggs,beggsjo01,1938,1940,1,1939 - 1939,
34,Julio,Bonetti,bonetju01,1938,1940,1,1939 - 1939,
35,Buddy,Burbage,burbabu01,1938,1940,1,1939 - 1939,
36,Tex,Carleton,carlete01,1938,1940,1,1939 - 1939,
37,Johnnie,Dawson,dawsojo02,1938,1940,1,1939 - 1939,
38,Frank,Duncan,duncafr02,1938,1940,1,1939 - 1939,
39,Charles,Dunklin,dunklch01,1938,1940,1,1939 - 1939,
40,Howard,Easterling,easteho01,1938,1940,1,1939 - 1939,
41,Harry,Else,elseha01,1938,1940,1,1939 - 1939,
42,Hal,Epps,eppsha01,1938,1940,1,1939 - 1939,
43,Charley,Hayes,hayesch02,1938,1940,1,1939 - 1939,
44,Newt,Kimball,kimbane01,1938,1940,1,1939 - 1939,
45,Ken,Jungels,jungeke01,1938,1940,1,1939 - 1939,
46,Buster,Mills,millsbu01,1938,1940,1,1939 - 1939,
47,Rene,Monteagudo,montere01,1938,1940,1,1939 - 1939,
48,Emory,Long,longem01,1938,1940,1,1939 - 1939,
49,Max,Macon,maconma01,1938,1940,1,1939 - 1939,
50,Josh,Johnson,johnsjo11,1938,1940,1,1939 - 1939,
51,Rusty,Peters,peterru02,1938,1940,1,1939 - 1939,
52,Fats,Jenkins,jenkifa01,1938,1940,1,1939 - 1939,
53,Jimmy,Reese,reeseji02,1938,1940,1,1939 - 1939,
54,Don,Ross,rossdo01,1938,1940,1,1939 - 1939,
55,Si,Johnson,johnssi01,1938,1940,1,1939 - 1939,
56,Jimmy,Shamberger,shambji01,1938,1940,1,1939 - 1939,
57,Clay,Smith,smithcl01,1938,1940,1,1939 - 1939,
58,Lefty,Holmes,holmele01,1938,1940,1,1939 - 1939,
59,Jim,Starks,starkji01,1938,1940,1,1939 - 1939,
60,George,Britt,brittge01,1938,1940,1,1939 - 1939,
61,Ed,Heusser,heussed01,1938,1940,1,1939 - 1939,
62,William,Sumrall,sumrawi01,1938,1940,1,1939 - 1939,
63,Fran,Matthews,matthfr01,1938,1940,1,1939 - 1939,
64,Cap,Tyson,tysonca01,1938,1940,1,1939 - 1939,
65,Bob,Uhl,uhlbo01,1938,1940,1,1939 - 1939,
66,Hank,Helf,helfha01,1938,1940,1,1939 - 1939,
67,Woody,Williams,williwo03,1938,1940,1,1939 - 1939,
68,George,Proctor,proctge01,1938,1940,1,1939 - 1939,
