id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Tommy,Beals,bealsto01,1875,1880,4,1876 - 1879,
2,Jim,Keenan,keenaji01,1875,1880,4,1876 - 1879,
3,Lou,Say,saylo01,1875,1880,4,1876 - 1879,
4,John,Bergh,berghjo01,1876,1880,3,1877 - 1879,
5,Doc,Bushong,bushodo01,1876,1880,3,1877 - 1879,
6,Lon,Knight,knighlo01,1876,1880,3,1877 - 1879,
7,Denny,Mack,mackde01,1876,1880,3,1877 - 1879,
8,Sam,Wright,wrighsa01,1876,1880,3,1877 - 1879,
9,Amos,Booth,bootham01,1877,1880,2,1878 - 1879,
10,Charlie,Bennett,bennech01,1878,1880,1,1879 - 1879,
11,Fred,Corey,coreyfr01,1878,1880,1,1879 - 1879,
12,Joe,Ellick,ellicjo01,1878,1880,1,1879 - 1879,
13,Billy,Geer,geerbi01,1878,1880,1,1879 - 1879,
14,Dick,Higham,highadi01,1878,1880,1,1879 - 1879,
15,Andy,Leonard,leonaan01,1878,1880,1,1879 - 1879,
16,Jack,Manning,mannija01,1878,1880,1,1879 - 1879,
17,Tricky,Nichols,nichotr01,1878,1880,1,1879 - 1879,
18,Phil,Powers,powerph01,1878,1880,1,1879 - 1879,
19,Chub,Sullivan,sullich01,1878,1880,1,1879 - 1879,
