id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Harry,Kelley,kelleha01,1926,1936,9,1927 - 1935,
2,Thomas,Albright,albrith01,1929,1936,6,1930 - 1935,
3,Jimmy,Everett,evereji01,1929,1936,6,1930 - 1935,
4,Glenn,Liebhardt,liebhgl02,1930,1936,5,1931 - 1935,
5,Tiny,Chaplin,chaplti01,1931,1936,4,1932 - 1935,
6,Bill,Harris,harribi05,1931,1936,4,1932 - 1935,
7,Ralph,Burgin,burgira01,1931,1936,4,1932 - 1935,
8,Dick,Siebert,siebedi01,1932,1936,3,1933 - 1935,
9,Joe,Greene,greenjo04,1932,1936,3,1933 - 1935,
10,Roy,Welmaker,welmaro01,1932,1936,3,1933 - 1935,
11,Fox,Blevins,blevifo01,1932,1936,3,1933 - 1935,
12,Sanford,Jackson,jackssa02,1932,1936,3,1933 - 1935,
13,Pete,McQueen,mcquepe01,1932,1936,3,1933 - 1935,
14,Horace,Lisenbee,lisenho01,1932,1936,3,1933 - 1935,
15,Emory,Long,longem01,1932,1936,3,1933 - 1935,
16,Red,Longley,longlre01,1932,1936,3,1933 - 1935,
17,Ox,Eckhardt,eckhaox01,1932,1936,3,1933 - 1935,
18,Harry,Else,elseha01,1932,1936,3,1933 - 1935,
19,Barney,Morris,morriba01,1932,1936,3,1933 - 1935,
20,Gil,English,engligi01,1932,1936,3,1933 - 1935,
21,Hilton,Smith,smithhi99,1932,1936,3,1933 - 1935,
22,Pete,Appleton,applepe01,1933,1936,2,1934 - 1935,
23,Norman,Cross,crossno01,1933,1936,2,1934 - 1935,
24,Goose,Curry,currygo01,1933,1936,2,1934 - 1935,
25,Charlie,English,englich01,1933,1936,2,1934 - 1935,
26,Chad,Kimsey,kimsech01,1933,1936,2,1934 - 1935,
27,Joseph,Morrissey,morrijo05,1933,1936,2,1934 - 1935,
28,Bill,Shores,shorebi01,1933,1936,2,1934 - 1935,
29,Bob,Smith,smithbo07,1933,1936,2,1934 - 1935,
30,Hank,Winston,winstha01,1933,1936,2,1934 - 1935,
31,George,Stumpf,stumpge01,1933,1936,2,1934 - 1935,
32,Tarcat,Terry,terryta01,1933,1936,2,1934 - 1935,
33,Mike,Meola,meolami01,1933,1936,2,1934 - 1935,
34,Jabbo,Andrews,andreja01,1934,1936,1,1935 - 1935,
35,Ray,Berres,berrera01,1934,1936,1,1935 - 1935,
36,Walter,Burch,burchwa01,1934,1936,1,1935 - 1935,
37,Syd,Cohen,cohensy01,1934,1936,1,1935 - 1935,
38,Paul,Dixon,dixonpa01,1934,1936,1,1935 - 1935,
39,Hal,Finney,finneha02,1934,1936,1,1935 - 1935,
40,Chick,Fullis,fullich01,1934,1936,1,1935 - 1935,
41,Frankie,Hayes,hayesfr01,1934,1936,1,1935 - 1935,
42,Wally,Millies,milliwa01,1934,1936,1,1935 - 1935,
43,Al,Niemiec,niemial01,1934,1936,1,1935 - 1935,
44,Red,Phillips,phillre01,1934,1936,1,1935 - 1935,
45,Harry,Matuzak,matuzha01,1934,1936,1,1935 - 1935,
46,Joe,Scott,scottjo02,1934,1936,1,1935 - 1935,
47,Bob,Seeds,seedsbo01,1934,1936,1,1935 - 1935,
48,Ted,Kleinhans,kleinte01,1934,1936,1,1935 - 1935,
49,Roy,Spencer,spencro01,1934,1936,1,1935 - 1935,
50,George,Uhle,uhlege01,1934,1936,1,1935 - 1935,
51,George,Puccinelli,puccige01,1934,1936,1,1935 - 1935,
