id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,George,Fox,foxpa01,1891,1899,7,1892 - 1898,
2,Crazy,Schmit,schmicr01,1893,1899,5,1894 - 1898,
3,Tom,Thomas,thomato01,1894,1899,4,1895 - 1898,
4,Mike,Kahoe,kahoemi01,1895,1899,3,1896 - 1898,
5,Tom,Colcolough,colcoto01,1895,1899,3,1896 - 1898,
6,Art,Madison,madisar01,1895,1899,3,1896 - 1898,
7,Dan,McFarlan,mcfarda01,1895,1899,3,1896 - 1898,
8,Bill,Phillips,phillbi02,1895,1899,3,1896 - 1898,
9,Frank,Scheibeck,scheifr01,1895,1899,3,1896 - 1898,
10,Bill,Stuart,stuarbi01,1895,1899,3,1896 - 1898,
11,Arlie,Latham,lathaar01,1896,1899,2,1897 - 1898,
12,Billy,Hulen,hulenbi01,1896,1899,2,1897 - 1898,
13,Frank,Bonner,bonnefr01,1896,1899,2,1897 - 1898,
14,Ned,Garvin,garvine01,1896,1899,2,1897 - 1898,
15,Pete,Cassidy,cassipe01,1896,1899,2,1897 - 1898,
16,John,Malarkey,malarjo01,1896,1899,2,1897 - 1898,
17,Bill,Reidy,reidybi01,1896,1899,2,1897 - 1898,
18,Charlie,Kuhns,kuhnsch01,1897,1899,1,1898 - 1898,
19,Sherman,Barton,bartosh02,1897,1899,1,1898 - 1898,
20,William,Binga,bingawi01,1897,1899,1,1898 - 1898,
21,Pete,Burns,burnspe02,1897,1899,1,1898 - 1898,
22,Dick,Butler,butledi01,1897,1899,1,1898 - 1898,
23,Bill,Merritt,merribi01,1897,1899,1,1898 - 1898,
24,John,O'Brien,obriejo02,1897,1899,1,1898 - 1898,
25,John,Patterson,pattejo04,1897,1899,1,1898 - 1898,
26,Dick,Cogan,cogandi01,1897,1899,1,1898 - 1898,
27,Joe,Dolan,dolanjo02,1897,1899,1,1898 - 1898,
28,Louis,Reynolds,reynolo01,1897,1899,1,1898 - 1898,
29,Charlie,Grant,grantch01,1897,1899,1,1898 - 1898,
30,Will,Jackson,jackswi01,1897,1899,1,1898 - 1898,
31,Tully,Sparks,sparktu01,1897,1899,1,1898 - 1898,
32,Grant,Johnson,johnsgr02,1897,1899,1,1898 - 1898,
33,Mike,Sullivan,sullimi02,1897,1899,1,1898 - 1898,
34,Youngy,Johnson,johnsyo01,1897,1899,1,1898 - 1898,
35,Rube,Waddell,wadderu01,1897,1899,1,1898 - 1898,
36,George,Wilson,wilsoge02,1897,1899,1,1898 - 1898,
37,Ray,Wilson,wilsora01,1897,1899,1,1898 - 1898,
