id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Tetelo,Vargas,vargate01,1929,1941,11,1930 - 1940,
2,Nat,Trammell,trammna01,1930,1941,10,1931 - 1940,
3,John,Huber,huberjo02,1930,1941,10,1931 - 1940,
4,Ray,Starr,starrra01,1933,1941,7,1934 - 1940,
5,Estel,Crabtree,crabtes01,1933,1941,7,1934 - 1940,
6,Frank,Grube,grubefr01,1936,1941,4,1937 - 1940,
7,George,Dickey,dickege02,1936,1941,4,1937 - 1940,
8,Tex,Burnett,burnete01,1937,1941,3,1938 - 1940,
9,Cliff,Bolton,boltocl01,1937,1941,3,1938 - 1940,
10,Chet,Brewer,brewech02,1937,1941,3,1938 - 1940,
11,Tom,Young,youngto01,1937,1941,3,1938 - 1940,
12,Babe,Barna,barnaba01,1938,1941,2,1939 - 1940,
13,Bobby,Scott,scottbo02,1938,1941,2,1939 - 1940,
14,Sylvester,Snead,sneadsy01,1938,1941,2,1939 - 1940,
15,Coaker,Triplett,triplco01,1938,1941,2,1939 - 1940,
16,Kemp,Wicker,wickeke01,1938,1941,2,1939 - 1940,
17,Howie,Krist,kristho01,1938,1941,2,1939 - 1940,
18,Charles,George,georggr01,1938,1941,2,1939 - 1940,
19,Bob,Griffith,griffbo01,1938,1941,2,1939 - 1940,
20,Chuck,Workman,workmch01,1938,1941,2,1939 - 1940,
21,Thad,Christopher,christh01,1938,1941,2,1939 - 1940,
22,Tice,James,jamesti01,1938,1941,2,1939 - 1940,
23,George,Archie,archige01,1938,1941,2,1939 - 1940,
24,Ripper,Collins,colliri02,1938,1941,2,1939 - 1940,
25,Mickey,Livingston,livinmi01,1938,1941,2,1939 - 1940,
26,Bob,Logan,loganbo01,1938,1941,2,1939 - 1940,
27,Johnny,Markham,markhjo01,1938,1941,2,1939 - 1940,
28,Glenn,McQuillen,mcquigl01,1938,1941,2,1939 - 1940,
29,Sam,Nahem,nahemsa01,1938,1941,2,1939 - 1940,
30,Johnny,Riddle,riddljo02,1938,1941,2,1939 - 1940,
31,Mike,Ryba,rybami01,1938,1941,2,1939 - 1940,
32,Ormond,Sampson,sampsor01,1938,1941,2,1939 - 1940,
33,Pepper,Bassett,bassepe01,1939,1941,1,1940 - 1940,
34,Cliff,Blackmon,blackcl01,1939,1941,1,1940 - 1940,
35,Oscar,Boone,booneos01,1939,1941,1,1940 - 1940,
36,Frenchy,Bordagaray,bordafr01,1939,1941,1,1940 - 1940,
37,Ameal,Brooks,brookam01,1939,1941,1,1940 - 1940,
38,James,Brown,brownja05,1939,1941,1,1940 - 1940,
39,Subby,Byas,byassu01,1939,1941,1,1940 - 1940,
40,Bill,Byrd,byrdbi01,1939,1941,1,1940 - 1940,
41,Bill,Clemensen,clemebi01,1939,1941,1,1940 - 1940,
42,Eddie,Collins,collied02,1939,1941,1,1940 - 1940,
43,Bill,Crouch,croucbi02,1939,1941,1,1940 - 1940,
44,Jimmie,Crutchfield,crutcji01,1939,1941,1,1940 - 1940,
45,Lloyd,Davenport,davenll01,1939,1941,1,1940 - 1940,
46,Spencer,Davis,davissp02,1939,1941,1,1940 - 1940,
47,Leon,Day,dayle99,1939,1941,1,1940 - 1940,
48,Tom,Drake,draketo01,1939,1941,1,1940 - 1940,
49,Bobby,Estalella,estalbo01,1939,1941,1,1940 - 1940,
50,Nick,Etten,ettenni01,1939,1941,1,1940 - 1940,
51,Bernard,Fernández,fernabe01,1939,1941,1,1940 - 1940,
52,Les,Fleming,flemile01,1939,1941,1,1940 - 1940,
53,Fabian,Gaffke,gaffkfa01,1939,1941,1,1940 - 1940,
54,Jonas,Gaines,gainejo02,1939,1941,1,1940 - 1940,
55,Claude,Hayslett,hayslcl01,1939,1941,1,1940 - 1940,
56,Skeeter,Newsome,newsosk01,1939,1941,1,1940 - 1940,
57,Tom,Parker,parketo01,1939,1941,1,1940 - 1940,
58,Roy,Partlow,partlro01,1939,1941,1,1940 - 1940,
59,Pat,Patterson,pattepa02,1939,1941,1,1940 - 1940,
60,Alex,Radcliff,radclal01,1939,1941,1,1940 - 1940,
61,Ted,Radcliffe,radclte01,1939,1941,1,1940 - 1940,
62,Alex,Kampouris,kampoal01,1939,1941,1,1940 - 1940,
63,Vernon,Riddick,riddive01,1939,1941,1,1940 - 1940,
64,Terris,McDuffie,mcdufte01,1939,1941,1,1940 - 1940,
65,Charlie,Letchas,letchch01,1939,1941,1,1940 - 1940,
66,Steve,Mesner,mesnest01,1939,1941,1,1940 - 1940,
67,Porter,Moss,mosspo01,1939,1941,1,1940 - 1940,
68,Bob,Muncrief,muncrbo01,1939,1941,1,1940 - 1940,
69,Jesse,Houston,houstje01,1939,1941,1,1940 - 1940,
