id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Benny,Meyer,meyerbe01,1915,1925,9,1916 - 1924,
2,Chick,Davies,daviech01,1915,1925,9,1916 - 1924,
3,Charles,Bender,bendech01,1917,1925,7,1918 - 1924,
4,Neal,Brady,bradyne01,1917,1925,7,1918 - 1924,
5,Ike,McAuley,mcaulik01,1917,1925,7,1918 - 1924,
6,Garland,Buckeye,buckega01,1918,1925,6,1919 - 1924,
7,Monk,Johnson,johnsmo01,1918,1925,6,1919 - 1924,
8,Vean,Gregg,greggve01,1918,1925,6,1919 - 1924,
9,Todd,Allen,allento01,1919,1925,5,1920 - 1924,
10,Art,Reinhart,reinhar01,1919,1925,5,1920 - 1924,
11,Billy,Zitzmann,zitzmbi01,1919,1925,5,1920 - 1924,
12,Rudy,Kallio,kalliru01,1919,1925,5,1920 - 1924,
13,Bill,Kindle,kindlbi01,1920,1925,4,1921 - 1924,
14,Jack,Wisner,wisneja01,1920,1925,4,1921 - 1924,
15,Harry,Biemiller,biemiha01,1920,1925,4,1921 - 1924,
16,Oscar,Stanage,stanaos01,1920,1925,4,1921 - 1924,
17,Dick,Burrus,burrudi01,1920,1925,4,1921 - 1924,
18,Chick,Harper,harpech01,1920,1925,4,1921 - 1924,
19,Roy,Crumpler,crumpro01,1920,1925,4,1921 - 1924,
20,Mickey,Devine,devinmi01,1920,1925,4,1921 - 1924,
21,Joe,Lucey,luceyjo01,1920,1925,4,1921 - 1924,
22,Joe,Kiefer,kiefejo01,1920,1925,4,1921 - 1924,
23,Fred,Merkle,merklfr01,1920,1925,4,1921 - 1924,
24,Bob,McGraw,mcgrabo01,1920,1925,4,1921 - 1924,
25,Clarence,Huber,hubercl01,1921,1925,3,1922 - 1924,
26,Chicken,Hawks,hawksch01,1921,1925,3,1922 - 1924,
27,Dickey,Kerr,kerrdi01,1921,1925,3,1922 - 1924,
28,Ernie,Krueger,krueger01,1921,1925,3,1922 - 1924,
29,Maywood,Brown,brownma06,1921,1925,3,1922 - 1924,
30,Fred,Long,longfr01,1921,1925,3,1922 - 1924,
31,William,Marriott,marriwi01,1921,1925,3,1922 - 1924,
32,Jesse,Petty,pettyje01,1921,1925,3,1922 - 1924,
33,Astyanax,Douglass,douglas01,1921,1925,3,1922 - 1924,
34,Tink,Riviere,rivieti01,1921,1925,3,1922 - 1924,
35,Herbert,Smith,smithhe04,1921,1925,3,1922 - 1924,
36,Jackie,Tavener,tavenja01,1921,1925,3,1922 - 1924,
37,Hank,Thormahlen,thormha01,1921,1925,3,1922 - 1924,
38,Frank,Walker,walkefr01,1921,1925,3,1922 - 1924,
39,Bill,Warwick,warwibi01,1921,1925,3,1922 - 1924,
40,Charley,Williams,willich02,1921,1925,3,1922 - 1924,
41,Mike,Herrera,herremi01,1921,1925,3,1922 - 1924,
42,Red,Oldham,oldhare01,1922,1925,2,1923 - 1924,
43,Tex,Jeanes,jeanete01,1922,1925,2,1923 - 1924,
44,Fred,Hutchinson,hutchfr02,1922,1925,2,1923 - 1924,
45,Garland,Braxton,braxtga01,1922,1925,2,1923 - 1924,
46,Walter,Cannady,cannawa01,1922,1925,2,1923 - 1924,
47,Shang,Johnson,johnssh02,1922,1925,2,1923 - 1924,
48,Marv,Goodwin,goodwma01,1922,1925,2,1923 - 1924,
49,Jack,Knight,knighja01,1922,1925,2,1923 - 1924,
50,Bobby,LaMotte,lamotbo01,1922,1925,2,1923 - 1924,
51,Percy,Jones,jonespe01,1922,1925,2,1923 - 1924,
52,Benn,Karr,karrbe01,1922,1925,2,1923 - 1924,
53,Duster,Mails,mailsdu01,1922,1925,2,1923 - 1924,
54,Henry,Gillespie,gillehe01,1922,1925,2,1923 - 1924,
55,Tom,Fiall,fiallto01,1923,1925,1,1924 - 1924,
56,Dana,Fillingim,fillida01,1923,1925,1,1924 - 1924,
57,Ray,Francis,francra01,1923,1925,1,1924 - 1924,
58,Walt,French,frencwa01,1923,1925,1,1924 - 1924,
59,Bill,Gatewood,gatewbi01,1923,1925,1,1924 - 1924,
60,Wally,Kimmick,kimmiwa01,1923,1925,1,1924 - 1924,
61,Jimmy,Hudgens,hudgeji01,1923,1925,1,1924 - 1924,
62,Blainey,Hall,hallbl01,1923,1925,1,1924 - 1924,
63,Percy,Miller,millepe01,1923,1925,1,1924 - 1924,
64,Clarke,Pittenger,pittipi01,1923,1925,1,1924 - 1924,
65,Jimmy,Austin,austiji01,1923,1925,1,1924 - 1924,
66,Bill,Bagwell,bagwebi01,1923,1925,1,1924 - 1924,
67,Jack,Scott,scottja01,1923,1925,1,1924 - 1924,
68,Ralph,Shinners,shinnra01,1923,1925,1,1924 - 1924,
69,Elmer,Smith,smithel02,1923,1925,1,1924 - 1924,
70,Dan,Kennard,kennada01,1923,1925,1,1924 - 1924,
71,Willie,Gisentaner,gisenwi01,1923,1925,1,1924 - 1924,
72,Ed,Stauffer,staufed01,1923,1925,1,1924 - 1924,
73,Frank,Stevens,stevefr01,1923,1925,1,1924 - 1924,
74,Stuffy,Stewart,stewast01,1923,1925,1,1924 - 1924,
75,Spencer,Adams,adamssp02,1923,1925,1,1924 - 1924,
76,Sam,Bennett,bennesa01,1923,1925,1,1924 - 1924,
77,Bob,Clarke,clarkbo05,1923,1925,1,1924 - 1924,
78,George,Collins,collige02,1923,1925,1,1924 - 1924,
79,Frank,Mack,mackfr01,1923,1925,1,1924 - 1924,
80,Joe,Wheeler,wheeljo01,1923,1925,1,1924 - 1924,
81,Fred,Wiley,wileyfr01,1923,1925,1,1924 - 1924,
82,Jumbo,Elliott,ellioju01,1923,1925,1,1924 - 1924,
83,Elmer,Wilson,wilsoel01,1923,1925,1,1924 - 1924,
84,Luther,Farrell,farrelu02,1923,1925,1,1924 - 1924,
85,George,Stueland,stuelge01,1923,1925,1,1924 - 1924,
