id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Bob,Wilson,wilsobo01,1948,1958,9,1949 - 1957,
2,Bob,Kelly,kellybo01,1953,1958,4,1954 - 1957,
3,John,Romonosky,romonjo01,1953,1958,4,1954 - 1957,
4,Steve,Bilko,bilkost01,1954,1958,3,1955 - 1957,
5,Tom,Flanigan,flanito01,1954,1958,3,1955 - 1957,
6,Jim,Fridley,fridlji01,1954,1958,3,1955 - 1957,
7,Ray,Herbert,herbera01,1955,1958,2,1956 - 1957,
8,Don,Johnson,johnsdo03,1955,1958,2,1956 - 1957,
9,Paul,Giel,gielpa01,1955,1958,2,1956 - 1957,
10,Bert,Hamric,hamribe01,1955,1958,2,1956 - 1957,
11,Bill,Henry,henrybi01,1955,1958,2,1956 - 1957,
12,Steve,Korcheck,korchst01,1955,1958,2,1956 - 1957,
13,Herb,Moford,moforhe01,1955,1958,2,1956 - 1957,
14,George,Spencer,spencge01,1955,1958,2,1956 - 1957,
15,Marv,Throneberry,thronma01,1955,1958,2,1956 - 1957,
16,Harry,Chiti,chitiha01,1956,1958,1,1957 - 1957,
17,Walt,Craddock,craddwa01,1956,1958,1,1957 - 1957,
18,Don,Demeter,demetdo01,1956,1958,1,1957 - 1957,
19,Carl,Duser,duserca01,1956,1958,1,1957 - 1957,
20,Bill,Hall,hallbi02,1956,1958,1,1957 - 1957,
21,Leo,Kiely,kielyle01,1956,1958,1,1957 - 1957,
22,Chick,King,kingch01,1956,1958,1,1957 - 1957,
23,Earl,Averill,averiea02,1956,1958,1,1957 - 1957,
24,Charlie,Lau,lauch01,1956,1958,1,1957 - 1957,
25,Angelo,LiPetri,lipetan01,1956,1958,1,1957 - 1957,
26,Dave,Melton,meltoda01,1956,1958,1,1957 - 1957,
27,Ron,Moeller,moellro01,1956,1958,1,1957 - 1957,
28,Mike,Baxes,baxesmi01,1956,1958,1,1957 - 1957,
29,Ron,Negray,negraro01,1956,1958,1,1957 - 1957,
30,Jim,Owens,owensji01,1956,1958,1,1957 - 1957,
31,Bill,Renna,rennabi01,1956,1958,1,1957 - 1957,
32,Humberto,Robinson,robinhu01,1956,1958,1,1957 - 1957,
33,Babe,Birrer,birreba01,1956,1958,1,1957 - 1957,
34,Bob,Roselli,roselbo01,1956,1958,1,1957 - 1957,
35,Norm,Siebern,siebeno01,1956,1958,1,1957 - 1957,
36,Jackie,Brandt,brandja01,1956,1958,1,1957 - 1957,
37,El,Tappe,tappeel01,1956,1958,1,1957 - 1957,
38,Don,Buddin,buddido01,1956,1958,1,1957 - 1957,
39,Bill,White,whitebi03,1956,1958,1,1957 - 1957,
40,Mack,Burk,burkma01,1956,1958,1,1957 - 1957,
41,Hal,Woodeshick,woodeha01,1956,1958,1,1957 - 1957,
42,Bobby,Young,youngbo01,1956,1958,1,1957 - 1957,
