id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,George,Bamberger,bambege01,1952,1959,6,1953 - 1958,
2,Al,Grunwald,grunwal01,1955,1959,3,1956 - 1958,
3,Johnny,Blanchard,blancjo01,1955,1959,3,1956 - 1958,
4,John,Easton,eastojo01,1955,1959,3,1956 - 1958,
5,Barney,Schultz,schulba01,1955,1959,3,1956 - 1958,
6,Jose,Valdivielso,valdijo01,1956,1959,2,1957 - 1958,
7,Solly,Drake,drakeso01,1956,1959,2,1957 - 1958,
8,Bob,Blaylock,blaylbo01,1956,1959,2,1957 - 1958,
9,Jim,Coates,coateji01,1956,1959,2,1957 - 1958,
10,Tom,Carroll,carroto01,1956,1959,2,1957 - 1958,
11,Rocky,Nelson,nelsoro01,1956,1959,2,1957 - 1958,
12,Wayne,Terwilliger,terwiwa01,1956,1959,2,1957 - 1958,
13,George,Brunet,brunege01,1957,1959,1,1958 - 1958,
14,Art,Ceccarelli,ceccaar01,1957,1959,1,1958 - 1958,
15,Tom,Cheney,cheneto01,1957,1959,1,1958 - 1958,
16,Rip,Coleman,colemri01,1957,1959,1,1958 - 1958,
17,Joe,Durham,durhajo02,1957,1959,1,1958 - 1958,
18,Art,Fowler,fowlear01,1957,1959,1,1958 - 1958,
19,Dick,Hall,halldi01,1957,1959,1,1958 - 1958,
20,Sandy,Amoros,amorosa01,1957,1959,1,1958 - 1958,
21,Bill,Harris,harribi03,1957,1959,1,1958 - 1958,
22,Russ,Meyer,meyerru01,1957,1959,1,1958 - 1958,
23,Bob,Miller,millebo04,1957,1959,1,1958 - 1958,
24,Luis,Arroyo,arroylu01,1957,1959,1,1958 - 1958,
25,Claude,Osteen,osteecl01,1957,1959,1,1958 - 1958,
26,Don,Pavletich,pavledo01,1957,1959,1,1958 - 1958,
27,Jim,Pisoni,pisonji01,1957,1959,1,1958 - 1958,
28,Bud,Podbielan,podbibu01,1957,1959,1,1958 - 1958,
29,Dusty,Rhodes,rhodedu01,1957,1959,1,1958 - 1958,
30,Ron,Samford,samforo01,1957,1959,1,1958 - 1958,
31,Art,Schult,schular01,1957,1959,1,1958 - 1958,
32,Zeke,Bella,bellaze01,1957,1959,1,1958 - 1958,
33,Dean,Stone,stonede01,1957,1959,1,1958 - 1958,
34,George,Strickland,stricge01,1957,1959,1,1958 - 1958,
35,Jim,Stump,stumpji01,1957,1959,1,1958 - 1958,
36,Haywood,Sullivan,sulliha02,1957,1959,1,1958 - 1958,
37,Clete,Boyer,boyercl02,1957,1959,1,1958 - 1958,
38,Ken,Hamlin,hamlike01,1957,1959,1,1958 - 1958,
