id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,George,Williams,willige04,1891,1906,14,1892 - 1905,
2,Frank,Connaughton,connafr01,1896,1906,9,1897 - 1905,
3,Dave,Wyatt,wyattda01,1898,1906,7,1899 - 1905,
4,Sam,Thompson,thompsa01,1898,1906,7,1899 - 1905,
5,Tommy,Sheehan,sheehto01,1900,1906,5,1901 - 1905,
6,Cannon Ball,Miller,milleca01,1900,1906,5,1901 - 1905,
7,Paddy,Livingston,livinpa01,1901,1906,4,1902 - 1905,
8,Pete,O'Brien,obriepe02,1901,1906,4,1902 - 1905,
9,Frank,Scheibeck,scheifr01,1901,1906,4,1902 - 1905,
10,Bill,Phyle,phylebi01,1901,1906,4,1902 - 1905,
11,Jack,Hayden,haydeja01,1901,1906,4,1902 - 1905,
12,Larry,Schlafly,schlala01,1902,1906,3,1903 - 1905,
13,Jesse,Whiting,whitije01,1902,1906,3,1903 - 1905,
14,Heinie,Wagner,wagnehe01,1902,1906,3,1903 - 1905,
15,Len,Swormstedt,swormle01,1902,1906,3,1903 - 1905,
16,Charlie,Smith,smithch02,1902,1906,3,1903 - 1905,
17,Bill,Bartley,bartlbi01,1903,1906,2,1904 - 1905,
18,Albert,Toney,toneyal01,1903,1906,2,1904 - 1905,
19,Jack,Slattery,slattja01,1903,1906,2,1904 - 1905,
20,Gus,Dorner,dornegu01,1903,1906,2,1904 - 1905,
21,Bill,Hallman,hallmbi02,1903,1906,2,1904 - 1905,
22,Tim,Jordan,jordati01,1903,1906,2,1904 - 1905,
23,Joe,Marshall,marshjo01,1903,1906,2,1904 - 1905,
24,Simon,Nicholls,nichosi01,1903,1906,2,1904 - 1905,
25,Tommy,Raub,raubto01,1903,1906,2,1904 - 1905,
26,Gus,Thompson,thompgu01,1903,1906,2,1904 - 1905,
27,Claude,Berry,berrycl01,1904,1906,1,1905 - 1905,
28,John,Butler,butlejo01,1904,1906,1,1905 - 1905,
29,Jack,Pfiester,pfiesja01,1904,1906,1,1905 - 1905,
30,Larry,McLean,mcleala01,1904,1906,1,1905 - 1905,
31,Pete,Noonan,noonape01,1904,1906,1,1905 - 1905,
32,Claude,Rossman,rossmcl01,1904,1906,1,1905 - 1905,
33,Del,Mason,masonde01,1904,1906,1,1905 - 1905,
34,Doc,Marshall,marshdo01,1904,1906,1,1905 - 1905,
35,Davy,Jones,jonesda01,1904,1906,1,1905 - 1905,
36,Ed,Siever,sieveed01,1904,1906,1,1905 - 1905,
37,Will,Horn,hornwi01,1904,1906,1,1905 - 1905,
38,Aleck,Smith,smithal01,1904,1906,1,1905 - 1905,
39,Bull,Smith,smithbu01,1904,1906,1,1905 - 1905,
40,Charlie,Hemphill,hemphch01,1904,1906,1,1905 - 1905,
41,Robert,Footes,footero01,1904,1906,1,1905 - 1905,
42,George,Moriarty,moriage02,1904,1906,1,1905 - 1905,
43,Ernie,Diehl,diehler01,1904,1906,1,1905 - 1905,
44,Jack,O'Connor,oconnja01,1904,1906,1,1905 - 1905,
45,Patsy,Donovan,donovpa01,1904,1906,1,1905 - 1905,
46,Kid,Carter,carteki01,1904,1906,1,1905 - 1905,
47,Howie,Camnitz,camniho01,1904,1906,1,1905 - 1905,
48,Otto,Williams,williot01,1904,1906,1,1905 - 1905,
49,John,O'Neill,oneilbi01,1904,1906,1,1905 - 1905,
