id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,George,Stallings,stallge01,1890,1897,6,1891 - 1896,
2,Bill,Wilson,wilsobi01,1890,1897,6,1891 - 1896,
3,Robert,Jackson,jacksro04,1891,1897,5,1892 - 1896,
4,Dan,Lally,lallyda01,1891,1897,5,1892 - 1896,
5,Winslow,Terrill,terriwi01,1891,1897,5,1892 - 1896,
6,Kohly,Miller,milleko01,1892,1897,4,1893 - 1896,
7,Jim,Connor,connoji01,1892,1897,4,1893 - 1896,
8,Sam,Gillen,gillesa01,1893,1897,3,1894 - 1896,
9,Perry,Werden,werdepe01,1893,1897,3,1894 - 1896,
10,Jim,Canavan,canavji01,1894,1897,2,1895 - 1896,
11,Fred,Hartman,hartmfr01,1894,1897,2,1895 - 1896,
12,John,Houseman,housejo01,1894,1897,2,1895 - 1896,
13,Andy,Jackson,jacksan02,1894,1897,2,1895 - 1896,
14,Oscar,Jackson,jacksos01,1894,1897,2,1895 - 1896,
15,Will,Jackson,jackswi01,1894,1897,2,1895 - 1896,
16,Jim,Korwan,korwaji01,1894,1897,2,1895 - 1896,
17,Fred,Lake,lakefr01,1894,1897,2,1895 - 1896,
18,Bob,Allen,allenbo01,1894,1897,2,1895 - 1896,
19,John,Nelson,nelsojo03,1894,1897,2,1895 - 1896,
20,John,Patterson,pattejo04,1894,1897,2,1895 - 1896,
21,William,Selden,seldewi01,1894,1897,2,1895 - 1896,
22,Jesse,Tannehill,tanneje01,1894,1897,2,1895 - 1896,
23,Stub,Brown,brownst01,1894,1897,2,1895 - 1896,
24,Sol,White,whiteso99,1894,1897,2,1895 - 1896,
25,Clarence,Williams,willicl01,1894,1897,2,1895 - 1896,
26,Jimmy,Callahan,callani01,1894,1897,2,1895 - 1896,
27,Bill,Hutchison,hutchbi01,1895,1897,1,1896 - 1896,
28,Charlie,Reilly,reillch02,1895,1897,1,1896 - 1896,
29,Jim,Gardner,gardnji01,1895,1897,1,1896 - 1896,
30,Amos,Rusie,rusieam01,1895,1897,1,1896 - 1896,
31,Pop,Schriver,schripo01,1895,1897,1,1896 - 1896,
32,Yale,Murphy,murphya01,1895,1897,1,1896 - 1896,
33,Walt,Wilmot,wilmowa01,1895,1897,1,1896 - 1896,
34,Frank,Shugart,shugafr01,1895,1897,1,1896 - 1896,
35,Dave,Wright,wrighda01,1895,1897,1,1896 - 1896,
