id,nameFirst,nameLast,playerID,last_seen_year,return_year,gap_years,gap_years_range,gap_details
1,Scott,Bailes,bailesc01,1992,1997,4,1993 - 1996,
2,Hensley,Meulens,meulehe01,1993,1997,3,1994 - 1996,"1994 - NPB, Chiba Lotte Marines; 1995 - NPB, Yakult Swallows; 1996 - NPB, Yakult Swallows"
3,Scott,Pose,posesc01,1993,1997,3,1994 - 1996,
4,Anthony,Telford,telfoan01,1993,1997,3,1994 - 1996,
5,Greg,Cadaret,cadargr01,1994,1997,2,1995 - 1996,
6,Rob,Ducey,duceyro01,1994,1997,2,1995 - 1996,"1995 - NPB, Nippon-Ham Fighters; 1996 - NPB, Nippon-Ham Fighters"
7,Darrin,Jackson,jacksda03,1994,1997,2,1995 - 1996,"1995 - NPB, Seibu Lions; 1996 - NPB, Seibu Lions"
8,Shane,Mack,macksh01,1994,1997,2,1995 - 1996,"1995 - NPB, Yomiuri Giants; 1996 - NPB, Yomiuri Giants"
9,Rob,Butler,butlero01,1994,1997,2,1995 - 1996,
10,Mark,Davis,davisma01,1994,1997,2,1995 - 1996,
11,Steve,Karsay,karsast01,1994,1997,2,1995 - 1996,
12,Erik,Plantenberg,planter01,1994,1997,2,1995 - 1996,
13,Luis,Rivera,riverlu01,1994,1997,2,1995 - 1996,
14,Craig,Counsell,counscr01,1995,1997,1,1996 - 1996,
15,Tripp,Cromer,crometr01,1995,1997,1,1996 - 1996,
16,Juan,Acevedo,aceveju01,1995,1997,1,1996 - 1996,
17,Bryan,Eversgerd,eversbr01,1995,1997,1,1996 - 1996,
18,Tony,Fernandez,fernato01,1995,1997,1,1996 - 1996,
19,John,Frascatore,frascjo01,1995,1997,1,1996 - 1996,
20,Freddy,Garcia,garcifr01,1995,1997,1,1996 - 1996,
21,Tommy,Greene,greento01,1995,1997,1,1996 - 1996,
22,Tyler,Green,greenty01,1995,1997,1,1996 - 1996,
23,Tommy,Gregg,greggto01,1995,1997,1,1996 - 1996,
24,Mike,Harkey,harkemi01,1995,1997,1,1996 - 1996,
25,Butch,Henry,henrybu01,1995,1997,1,1996 - 1996,
26,Wilson,Heredia,heredwi01,1995,1997,1,1996 - 1996,
27,Garey,Ingram,ingraga01,1995,1997,1,1996 - 1996,
28,Joe,Hall,halljo02,1995,1997,1,1996 - 1996,
29,Rene,Arocha,arochre01,1995,1997,1,1996 - 1996,
30,Marc,Kroon,kroonma01,1995,1997,1,1996 - 1996,
31,Tim,Laker,lakerti01,1995,1997,1,1996 - 1996,
32,Aaron,Ledesma,ledesaa01,1995,1997,1,1996 - 1996,
33,Andrew,Lorraine,lorraan01,1995,1997,1,1996 - 1996,
34,Ryan,Karp,karpry01,1995,1997,1,1996 - 1996,
35,Ron,Mahay,mahayro01,1995,1997,1,1996 - 1996,
36,Josias,Manzanillo,manzajo01,1995,1997,1,1996 - 1996,
37,Jamie,McAndrew,mcandja01,1995,1997,1,1996 - 1996,
38,Roberto,Mejia,mejiaro02,1995,1997,1,1996 - 1996,
39,Willie,Banks,bankswi01,1995,1997,1,1996 - 1996,
40,Carlos,Perez,perezca01,1995,1997,1,1996 - 1996,
41,Jim,Pittsley,pittsji01,1995,1997,1,1996 - 1996,
42,Damon,Berryhill,berryda01,1995,1997,1,1996 - 1996,
43,Darnell,Coles,colesda01,1995,1997,1,1996 - 1996,
44,Todd,Pratt,prattto02,1995,1997,1,1996 - 1996,
45,Rick,Reed,reedri01,1995,1997,1,1996 - 1996,
46,Jim,Converse,conveji01,1995,1997,1,1996 - 1996,
47,Felix,Rodriguez,rodrife01,1995,1997,1,1996 - 1996,
48,Rich,Rodriguez,rodriri02,1995,1997,1,1996 - 1996,
49,Bret,Saberhagen,saberbr01,1995,1997,1,1996 - 1996,
50,Deion,Sanders,sandede02,1995,1997,1,1996 - 1996,
51,Pete,Smith,smithpe02,1995,1997,1,1996 - 1996,
52,Scott,Cooper,coopesc01,1995,1997,1,1996 - 1996,"1996 - NPB, Seibu Lions"
53,Gary,Thurman,thurmga01,1995,1997,1,1996 - 1996,
54,Gabe,White,whitega01,1995,1997,1,1996 - 1996,
55,Mitch,Williams,willimi02,1995,1997,1,1996 - 1996,
